neural network  (Abstract) AND Meteorology & Atmospheric Sciences  (Web of Science Categories)
Timespan: 1900-2024. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"The effect of the relative humidity and the specific humidity on the determination of the climate regions in Turkey","Sahin, Sinan; Cigizoglu, H. Kerem","","","","THEORETICAL AND APPLIED CLIMATOLOGY","MAY 2013","2013","112","3-4","","","","469","481","","10.1007/s00704-012-0743-6","","","10","0.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","1","2","0","1","2"
"Forecasting volcanic air pollution in Hawaii: Tests of time series models","Reikard, Gordon","","","","ATMOSPHERIC ENVIRONMENT","DEC 2012","2012","60","","","","","593","600","","10.1016/j.atmosenv.2012.06.040","","","10","0.77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","1","1","2","1","0","0"
"Natural disturbance dynamics in an old-growth forest: from tree to landscape","Lingua, Emanuele; Garbarino, Matteo; Mondino, Enrico Borgogno; Motta, Renzo","","","Stein, A; Pebesma, E; Heuvelink, G","SPATIAL STATISTICS 2011: MAPPING GLOBAL CHANGE","2011","2011","7","","","","","365","370","","10.1016/j.proenv.2011.07.063","1st International Conference on Spatial Statistics - Mapping Global Change","MAR 23-25, 2011","10","0.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","1","0","0","3","0","1","1"
"Forecasting the ionospheric <i>f</i><sub>0</sub>F<sub>2</sub> parameter one hour ahead using a support vector machine technique","Chen, Chun; Wu, Zhensen; Sun, Shuji; Ban, Panpan; Ding, Zhonghua; Xu, Zhengwen","","","","JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS","DEC 2010","2010","72","18","","","","1341","1347","","10.1016/j.jastp.2010.09.022","","","10","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","1","0","1","0","1","1","1","0","2"
"Nonlinear Representation of the Quasi-Biennial Oscillation","Lu, Bei-Wei; Pandolfo, Lionel; Hamilton, Kevin","","","","JOURNAL OF THE ATMOSPHERIC SCIENCES","JUL 2009","2009","66","7","","","","1886","1904","","10.1175/2008JAS2967.1","","","10","0.63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1","1","1","0","1","0","0","0","1","0","0"
"Modeling of trophospheric ozone concentrations using genetically trained multi-level cellular neural networks","Ozcan, H. Kurtulus; Bilgil, Erdem; Sahin, Ulku; Ucan, O. Nuri; Bayat, Cuma","","","","ADVANCES IN ATMOSPHERIC SCIENCES","SEP 2007","2007","24","5","","","","907","914","","10.1007/s00376-007-0907-y","","","10","0.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","2","1","0","2","0","0","0","0","0","0","0","0"
"Application of LPW and SAI SAFNWC/MSG satellite products in pre-convective environments","Martinez, Miguel A.; Velazquez, Mercedes; Manso, Marcelino; Mas, Irene","","","","ATMOSPHERIC RESEARCH","FEB 2007","2007","83","2-4","","","","366","379","","10.1016/j.atmosres.2005.10.022","European Conference on Severe Storms (ECSS 2004)","NOV, 2004","10","0.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","1","0","1","0","0","1","0","1","2","0","0"
"A new neural network approach to the target tracking problem with smart structure","Caylar, Selcuk; Leblebicioglu, Kemal; Dural, Guelbin","","","","RADIO SCIENCE","OCT 3 2006","2006","41","5","","","","","","RS5004","10.1029/2005RS003301","","","10","0.53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0"
"Rainfall rate retrieval in presence of path attenuation using C-band polarimetric weather radars","Vulpiani, G.; Marzano, F. S.; Chandrasekar, V.; Berne, A.; Uijlenhoet, R.","","","","NATURAL HAZARDS AND EARTH SYSTEM SCIENCES","2006","2006","6","3","","","","439","450","","10.5194/nhess-6-439-2006","","","10","0.53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1"
"Combining neural network models to predict spatial patterns of airborne pollutant accumulation in soils around an industrial point emission source","Dimopoulos, IF; Tsiros, IX; Serelis, K; Chronopoulou, A","","","","JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION","DEC 2004","2004","54","12","","","","1506","1515","","","","","10","0.48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","1","0","0","0","0","3","0","0","1","0","0","0"
